id,食品名,エネルギー,たんぱく質,脂質,炭水化物
2254,＜茶類＞　（緑茶類）　玉露　茶,241,29.1,4.1,43.9
2255,＜茶類＞　（緑茶類）　玉露　浸出液,5,1.3,0,Tr
2256,＜茶類＞　（緑茶類）　抹茶　茶,237,29.6,5.3,39.5
2257,＜茶類＞　（緑茶類）　せん茶　茶,229,24.5,4.7,47.7
2258,＜茶類＞　（緑茶類）　せん茶　浸出液,2,0.2,0,0.2
2259,＜茶類＞　（緑茶類）　かまいり茶　浸出液,1,0.1,0,Tr
2260,＜茶類＞　（緑茶類）　番茶　浸出液,0,Tr,0,0.1
2261,＜茶類＞　（緑茶類）　ほうじ茶　浸出液,0,Tr,0,0.1
2262,＜茶類＞　（緑茶類）　玄米茶　浸出液,0,0,0,0
2263,＜茶類＞　（発酵茶類）　ウーロン茶　浸出液,0,Tr,0,0.1
2264,＜茶類＞　（発酵茶類）　紅茶　茶,234,20.3,2.5,51.7
2265,＜茶類＞　（発酵茶類）　紅茶　浸出液,1,0.1,0,0.1
2266,＜コーヒー・ココア類＞　コーヒー　浸出液,4,0.2,Tr,0.7
2267,＜コーヒー・ココア類＞　コーヒー　インスタントコーヒー,287,14.7,0.3,56.5
2268,＜コーヒー・ココア類＞　コーヒー　コーヒー飲料　乳成分入り　加糖,38,0.7,0.3,8.2
2269,＜コーヒー・ココア類＞　ココア　ピュアココア,386,18.5,21.6,42.4
2270,＜コーヒー・ココア類＞　ココア　ミルクココア,400,7.4,6.8,80.4
2271,＜その他＞　青汁　ケール,312,13.8,4.4,70.2
2272,＜その他＞　甘酒,76,1.7,0.1,18.3
2273,＜その他＞　昆布茶,173,5.2,0.2,42
2274,＜その他＞　スポーツドリンク,21,0,Tr,5.1
2275,＜その他＞　（炭酸飲料類）　果実色飲料,51,Tr,Tr,12.8
2276,＜その他＞　（炭酸飲料類）　コーラ,46,0.1,Tr,11.4
2277,＜その他＞　（炭酸飲料類）　サイダー,41,Tr,Tr,10.2
2278,＜その他＞　（炭酸飲料類）　ビール風味炭酸飲料,5,0.1,Tr,1.2
2279,＜その他＞　なぎなたこうじゅ　浸出液,0,0,Tr,Tr
2280,＜その他＞　麦茶　浸出液,1,Tr,0,0.3
2281,＜調味料類＞　（ウスターソース類）　ウスターソース,117,1,0.1,27.1
2282,＜調味料類＞　（ウスターソース類）　中濃ソース,129,0.8,0.1,30.9
2283,＜調味料類＞　（ウスターソース類）　濃厚ソース,130,0.9,0.1,30.9
2284,＜調味料類＞　（ウスターソース類）　お好み焼きソース,144,1.6,0.1,33.7
2285,＜調味料類＞　（辛味調味料類）　トウバンジャン,49,2,2.3,7.9
2286,＜調味料類＞　（辛味調味料類）　チリペッパーソース,58,0.7,0.5,12.8
2287,＜調味料類＞　（辛味調味料類）　ラー油,887,0.1,99.8,Tr
2288,＜調味料類＞　（しょうゆ類）　こいくちしょうゆ,76,7.7,0,7.9
2289,＜調味料類＞　（しょうゆ類）　こいくちしょうゆ　減塩,68,8.1,Tr,9
2290,＜調味料類＞　（しょうゆ類）　うすくちしょうゆ,60,5.7,0,5.8
2291,＜調味料類＞　（しょうゆ類）　うすくちしょうゆ　低塩,77,6.4,Tr,7.6
2292,＜調味料類＞　（しょうゆ類）　たまりしょうゆ,111,11.8,0,15.9
2293,＜調味料類＞　（しょうゆ類）　さいしこみしょうゆ,101,9.6,0,15.9
2294,＜調味料類＞　（しょうゆ類）　しろしょうゆ,86,2.5,0,19.2
2295,＜調味料類＞　（しょうゆ類）　だししょうゆ,39,-4,0,-4.1
2296,＜調味料類＞　（しょうゆ類）　照りしょうゆ,172,-2.4,0,-35.7
2297,＜調味料類＞　（食塩類）　食塩,0,0,0,0
2298,＜調味料類＞　（食塩類）　並塩,0,0,0,0
2299,＜調味料類＞　（食塩類）　減塩タイプ食塩　調味料含む,50,0,0,-16.7
2300,＜調味料類＞　（食塩類）　減塩タイプ食塩　調味料不使用,0,0,0,0
2301,＜調味料類＞　（食塩類）　精製塩　家庭用,0,0,0,0
2302,＜調味料類＞　（食塩類）　精製塩　業務用,0,0,0,0
2303,＜調味料類＞　（食酢類）　黒酢,54,1,0,9
2304,＜調味料類＞　（食酢類）　穀物酢,25,0.1,0,2.4
2305,＜調味料類＞　（食酢類）　米酢,46,0.2,0,7.4
2306,＜調味料類＞　（食酢類）　果実酢　バルサミコ酢,99,0.5,0,19.4
2307,＜調味料類＞　（食酢類）　果実酢　ぶどう酢,22,0.1,Tr,1.2
2308,＜調味料類＞　（食酢類）　果実酢　りんご酢,26,0.1,0,2.4
2309,＜調味料類＞　（だし類）　あごだし,0,0.1,0,0
2310,＜調味料類＞　（だし類）　かつおだし　荒節,2,0.4,Tr,0
2311,＜調味料類＞　（だし類）　かつおだし　本枯れ節,2,0.5,0,Tr
2312,＜調味料類＞　（だし類）　昆布だし　水出し,4,0.1,Tr,0.9
2313,＜調味料類＞　（だし類）　昆布だし　煮出し,5,0.1,0,1.3
2314,＜調味料類＞　（だし類）　かつお・昆布だし　荒節・昆布だし,2,0.3,Tr,0.3
2315,＜調味料類＞　（だし類）　かつお・昆布だし　本枯れ節・昆布だし,2,0.3,0,0.4
2316,＜調味料類＞　（だし類）　しいたけだし,4,0.1,0,0.9
2317,＜調味料類＞　（だし類）　煮干しだし,1,0.1,0.1,Tr
2318,＜調味料類＞　（だし類）　鶏がらだし,7,0.9,0.4,Tr
2319,＜調味料類＞　（だし類）　中華だし,3,0.8,0,Tr
2320,＜調味料類＞　（だし類）　洋風だし,6,1.3,0,0.3
2321,＜調味料類＞　（だし類）　固形ブイヨン,233,7,4.3,42.1
2322,＜調味料類＞　（だし類）　顆粒おでん用,166,-9.6,-0.1,-31.7
2323,＜調味料類＞　（だし類）　顆粒中華だし,210,12.6,1.6,36.6
2324,＜調味料類＞　（だし類）　顆粒和風だし,223,24.2,0.3,31.1
2325,＜調味料類＞　（だし類）　なべつゆ　ストレート　しょうゆ味,20,-1,0,-4.1
2326,＜調味料類＞　（だし類）　めんつゆ　ストレート,44,2.2,0,8.7
2327,＜調味料類＞　（だし類）　めんつゆ　二倍濃縮,71,3.4,0,14.4
2328,＜調味料類＞　（だし類）　めんつゆ　三倍濃縮,98,4.5,0,20
2329,＜調味料類＞　（だし類）　ラーメンスープ　濃縮　しょうゆ味　ストレートしょうゆ味,157,-3.3,-11.7,-9.9
2330,＜調味料類＞　（だし類）　ラーメンスープ　濃縮　みそ味　ストレートみそ味,187,-6.4,-11,-16.8
2331,＜調味料類＞　（調味ソース類）　甘酢,116,-0.1,0,-28.4
2332,＜調味料類＞　（調味ソース類）　エビチリの素,54,-1.2,-1.4,-9.5
2333,＜調味料類＞　（調味ソース類）　オイスターソース,105,7.7,0.3,18.3
2334,＜調味料類＞　（調味ソース類）　黄身酢,219,-6.3,-13.1,-20
2335,＜調味料類＞　（調味ソース類）　魚醤油　いかなごしょうゆ,64,13.9,0,2.1
2336,＜調味料類＞　（調味ソース類）　魚醤油　いしる　（いしり）,67,12.8,0,4.2
2337,＜調味料類＞　（調味ソース類）　魚醤油　しょっつる,29,6.1,0,1.1
2338,＜調味料類＞　（調味ソース類）　魚醤油　ナンプラー,47,9.1,0.1,2.7
2339,＜調味料類＞　（調味ソース類）　ごま酢,212,-4,-8,-29.9
2340,＜調味料類＞　（調味ソース類）　ごまだれ,282,-7.2,-15.1,-29.2
2341,＜調味料類＞　（調味ソース類）　三杯酢,85,-0.9,0,-17.8
2342,＜調味料類＞　（調味ソース類）　二杯酢,59,-3.5,0,-7.6
2343,＜調味料類＞　（調味ソース類）　すし酢　ちらし・稲荷用,150,-0.1,0,-34.9
2344,＜調味料類＞　（調味ソース類）　すし酢　にぎり用,70,-0.2,0,-14.3
2345,＜調味料類＞　（調味ソース類）　すし酢　巻き寿司・箱寿司用,107,-0.1,0,-23.8
2346,＜調味料類＞　（調味ソース類）　中華風合わせ酢,153,-3,-3.4,-24.8
2347,＜調味料類＞　（調味ソース類）　デミグラスソース,82,2.9,3,11
2348,＜調味料類＞　（調味ソース類）　テンメンジャン,249,8.5,7.7,38.1
2349,＜調味料類＞　（調味ソース類）　冷やし中華のたれ,114,2.1,1.2,23.1
2350,＜調味料類＞　（調味ソース類）　ホワイトソース,99,1.8,6.2,9.2
2351,＜調味料類＞　（調味ソース類）　ぽん酢しょうゆ,49,-3.4,-0.1,-7.4
2352,＜調味料類＞　（調味ソース類）　ぽん酢しょうゆ　市販品,59,3.7,0,10.8
2353,＜調味料類＞　（調味ソース類）　マーボー豆腐の素,115,4.2,6.3,10.4
2354,＜調味料類＞　（調味ソース類）　マリネ液,66,-0.1,0,-10.9
2355,＜調味料類＞　（調味ソース類）　ミートソース,96,3.8,5,10.1
2356,＜調味料類＞　（調味ソース類）　焼きそば粉末ソース,248,5.6,0.7,62.4
2357,＜調味料類＞　（調味ソース類）　焼き鳥のたれ,131,-3.3,0,-28.5
2358,＜調味料類＞　（調味ソース類）　焼き肉のたれ,164,-4.3,-2.2,-32.3
2359,＜調味料類＞　（調味ソース類）　みたらしのたれ,127,-0.9,0,-30.8
2360,＜調味料類＞　（調味ソース類）　ゆずこしょう,37,1.3,0.8,9.3
2361,＜調味料類＞　（トマト加工品類）　トマトピューレー,44,1.9,0.1,9.9
2362,＜調味料類＞　（トマト加工品類）　トマトペースト,94,3.8,0.1,22
2363,＜調味料類＞　（トマト加工品類）　トマトケチャップ,104,1.6,0.2,27.6
2364,＜調味料類＞　（トマト加工品類）　トマトソース,41,2,0.2,8.5
2365,＜調味料類＞　（トマト加工品類）　チリソース,112,1.8,0.1,26.3
2366,＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズ　全卵型,668,1.4,76,3.6
2367,＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズ　卵黄型,668,2.5,74.7,0.6
2368,＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズタイプ調味料　低カロリータイプ,262,2.9,28.3,3.3
2369,＜調味料類＞　（ドレッシング類）　分離液状ドレッシング　フレンチドレッシング　分離液状,325,(Tr),-31.5,-12.4
2370,＜調味料類＞　（ドレッシング類）　分離液状ドレッシング　和風ドレッシング　分離液状,179,-1.9,-14.5,-9.3
2371,＜調味料類＞　（ドレッシング類）　分離液状ドレッシング　和風ドレッシングタイプ調味料　ノンオイルタイプ,83,3.1,0.1,16.1
2372,＜調味料類＞　（ドレッシング類）　乳化液状ドレッシング　ごまドレッシング,399,-2.7,-38.3,-15
2373,＜調味料類＞　（ドレッシング類）　乳化液状ドレッシング　サウザンアイランドドレッシング,392,-0.3,-39.2,-12.8
2374,＜調味料類＞　（ドレッシング類）　乳化液状ドレッシング　フレンチドレッシング　乳化液状,376,-0.1,-38.8,-9.3
2375,＜調味料類＞　（みそ類）　米みそ　甘みそ,206,9.7,3,37.9
2376,＜調味料類＞　（みそ類）　米みそ　淡色辛みそ,182,12.5,6,21.9
2377,＜調味料類＞　（みそ類）　米みそ　赤色辛みそ,178,13.1,5.5,21.1
2378,＜調味料類＞　（みそ類）　米みそ　だし入りみそ,167,11,5.6,20.6
2379,＜調味料類＞　（みそ類）　米みそ　だし入りみそ　減塩,164,10.3,5.1,22.2
2380,＜調味料類＞　（みそ類）　麦みそ,184,9.7,4.3,30
2381,＜調味料類＞　（みそ類）　豆みそ,207,17.2,10.5,14.5
2382,＜調味料類＞　（みそ類）　減塩みそ,190,11,5.9,25.7
2383,＜調味料類＞　（みそ類）　即席みそ　粉末タイプ,321,21.9,9.3,43
2384,＜調味料類＞　（みそ類）　即席みそ　ペーストタイプ,122,8.9,3.7,15.4
2385,＜調味料類＞　（みそ類）　辛子酢みそ,216,-5,-2.1,-44.6
2386,＜調味料類＞　（みそ類）　ごまみそ,245,-9.4,-9.9,-32.9
2387,＜調味料類＞　（みそ類）　酢みそ,211,-4.9,-1.5,-44.8
2388,＜調味料類＞　（みそ類）　練りみそ,267,-5.5,-1.7,-59.1
2389,＜調味料類＞　（ルウ類）　カレールウ,474,6.5,34.1,44.7
2390,＜調味料類＞　（ルウ類）　ハヤシルウ,501,5.8,33.2,47.5
2391,＜調味料類＞　（その他）　お茶漬けの素　さけ,251,-20.2,-3.7,-37.1
2392,＜調味料類＞　（その他）　キムチの素,125,5.3,1,26
2393,＜調味料類＞　（その他）　酒かす,215,14.9,1.5,23.8
2394,＜調味料類＞　（その他）　即席すまし汁,194,-18.3,-0.8,-30.5
2395,＜調味料類＞　（その他）　ふりかけ　たまご,428,-23.4,-21.9,-39.7
2396,＜調味料類＞　（その他）　みりん風調味料,225,0.1,0,55.7
2397,＜調味料類＞　（その他）　料理酒,88,0.2,Tr,4.7
2398,＜香辛料類＞　オールスパイス　粉,364,5.6,5.6,75.2
2399,＜香辛料類＞　オニオンパウダー,363,8.8,1.1,79.8
2400,＜香辛料類＞　からし　粉,435,33,14.3,43.7
2401,＜香辛料類＞　からし　練り,314,5.9,14.5,40.1
2402,＜香辛料類＞　からし　練りマスタード,175,4.8,10.6,13.1
2403,＜香辛料類＞　からし　粒入りマスタード,229,7.6,16,12.7
2404,＜香辛料類＞　カレー粉,338,13,12.2,63.3
2405,＜香辛料類＞　クローブ　粉,398,7.2,13.6,66.4
2406,＜香辛料類＞　こしょう　黒　粉,362,11,6,66.6
2407,＜香辛料類＞　こしょう　白　粉,376,10.1,6.4,70.1
2408,＜香辛料類＞　こしょう　混合　粉,369,10.6,6.2,68.3
2409,＜香辛料類＞　さんしょう　粉,375,10.3,6.2,69.6
2410,＜香辛料類＞　シナモン　粉,356,3.6,3.5,79.6
2411,＜香辛料類＞　しょうが　粉,365,7.8,4.9,72.5
2412,＜香辛料類＞　しょうが　おろし,41,0.7,0.6,8.6
2413,＜香辛料類＞　セージ　粉,377,6.4,10.1,66.9
2414,＜香辛料類＞　タイム　粉,342,6.5,5.2,69.8
2415,＜香辛料類＞　チリパウダー,374,15,8.2,60.1
2416,＜香辛料類＞　とうがらし　粉,412,16.2,9.7,66.8
2417,＜香辛料類＞　ナツメグ　粉,520,5.7,38.5,47.5
2418,＜香辛料類＞　にんにく　ガーリックパウダー　食塩無添加,380,19.9,0.8,73.8
2419,＜香辛料類＞　にんにく　ガーリックパウダー　食塩添加,382,19.9,0.8,73.8
2420,＜香辛料類＞　にんにく　おろし,170,4.7,0.5,37
2421,＜香辛料類＞　バジル　粉,307,21.1,2.2,50.6
2422,＜香辛料類＞　パセリ　乾,341,28.7,2.2,51.6
2423,＜香辛料類＞　パプリカ　粉,385,15.5,11.6,55.6
2424,＜香辛料類＞　わさび　粉　からし粉入り,384,16.5,4.4,69.7
2425,＜香辛料類＞　わさび　練り,265,3.3,10.3,39.8
2426,＜その他＞　酵母　パン酵母　圧搾,105,16.5,1.5,12.1
2427,＜その他＞　酵母　パン酵母　乾燥,307,37.1,6.8,43.1
2428,＜その他＞　ベーキングパウダー,150,Tr,1.2,29
2429,和風料理　和え物類　青菜の白和え,81,-4.2,-3.4,-10.5
2430,和風料理　和え物類　いんげんのごま和え,77,-3.7,-3.4,-9.1
2431,和風料理　和え物類　わかめとねぎの酢みそ和え,85,-3.8,-0.9,-16.3
2432,和風料理　汁物類　とん汁,26,-1.5,-1.5,-2
2433,和風料理　酢の物類　紅白なます,34,-0.6,-0.6,-7.2
2434,和風料理　煮物類　卯の花いり,84,-4.4,-4.1,-10.7
2435,和風料理　煮物類　親子丼の具,101,-8.4,-5.2,-5.6
2436,和風料理　煮物類　牛飯の具,122,-4.1,-9.4,-6.4
2437,和風料理　煮物類　切り干し大根の煮物,48,-2.3,-2.5,-5.7
2438,和風料理　煮物類　きんぴらごぼう,84,-1.4,-4.5,-11.3
2439,和風料理　煮物類　ぜんまいのいため煮,80,-3.4,-4.2,-8.7
2440,和風料理　煮物類　筑前煮,85,-4.4,-3.5,-10.2
2441,和風料理　煮物類　肉じゃが,78,-4.3,-1.3,-13
2442,和風料理　煮物類　ひじきのいため煮,75,-3.1,-4,-9.9
2443,和風料理　その他　アジの南蛮漬け,109,-8.1,-6.1,-6.2
2444,和風料理　その他　松前漬け　しょうゆ漬,166,17,1.4,24.7
2445,洋風料理　カレー類　チキンカレー,131,-5.6,-8.8,-8.4
2446,洋風料理　カレー類　ビーフカレー,119,-2.4,-9,-8.1
2447,洋風料理　カレー類　ポークカレー,116,-2.8,-8.6,-7.7
2448,洋風料理　コロッケ類　カニクリームコロッケ,255,-5.1,-17.1,-22
2449,洋風料理　コロッケ類　コーンクリームコロッケ,245,-5.1,-16,-23.4
2450,洋風料理　コロッケ類　ポテトコロッケ,226,-5.3,-12.6,-25.2
2451,洋風料理　シチュー類　チキンシチュー,124,-6.2,-8,-7.8
